time,open,high,low,close,tick_volume,spread,real_volume
2024-01-02 00:00:00,1.2720500000000001,1.27259,1.27197,1.27259,58,52,0
2024-01-02 00:15:00,1.27238,1.27285,1.2720099999999999,1.27275,79,0,0
2024-01-02 00:30:00,1.2726,1.27312,1.27167,1.27311,153,1,0
2024-01-02 00:45:00,1.27311,1.27319,1.27267,1.27268,101,11,0
2024-01-02 01:00:00,1.27304,1.27351,1.27301,1.27322,541,2,0
2024-01-02 01:15:00,1.27322,1.27322,1.27267,1.27311,881,0,0
2024-01-02 01:30:00,1.2731,1.27315,1.27268,1.2726899999999999,580,0,0
2024-01-02 01:45:00,1.27268,1.2729300000000001,1.27259,1.27275,523,0,0
2024-01-02 02:00:00,1.27275,1.27299,1.27265,1.27279,617,0,0
2024-01-02 02:15:00,1.27278,1.27295,1.27217,1.27231,536,0,0
2024-01-02 02:30:00,1.2723,1.27247,1.27216,1.27222,405,0,0
2024-01-02 02:45:00,1.27222,1.2727,1.2722,1.27257,559,0,0
2024-01-02 03:00:00,1.27255,1.2733400000000001,1.27238,1.27257,781,0,0
2024-01-02 03:15:00,1.27258,1.2730299999999999,1.27252,1.27264,848,0,0
2024-01-02 03:30:00,1.2726199999999999,1.27267,1.27219,1.27249,816,0,0
2024-01-02 03:45:00,1.2725,1.2726899999999999,1.27202,1.27209,621,0,0
2024-01-02 04:00:00,1.2720799999999999,1.27256,1.27207,1.27245,516,0,0
2024-01-02 04:15:00,1.27245,1.27246,1.27213,1.27213,504,0,0
2024-01-02 04:30:00,1.27214,1.27231,1.27125,1.2714400000000001,699,0,0
2024-01-02 04:45:00,1.27145,1.27151,1.27097,1.27108,961,0,0
2024-01-02 05:00:00,1.27108,1.27173,1.27097,1.27159,711,0,0
2024-01-02 05:15:00,1.27159,1.27166,1.27128,1.27138,530,0,0
2024-01-02 05:30:00,1.27138,1.2716,1.27138,1.2716,468,0,0
2024-01-02 05:45:00,1.27161,1.2720099999999999,1.27134,1.27187,482,0,0
2024-01-02 06:00:00,1.27187,1.2719,1.27145,1.27157,510,0,0
2024-01-02 06:15:00,1.27158,1.27163,1.27128,1.2713,288,0,0
2024-01-02 06:30:00,1.2713,1.27164,1.27126,1.27126,382,0,0
2024-01-02 06:45:00,1.27126,1.2714699999999999,1.27109,1.2714699999999999,408,0,0
2024-01-02 07:00:00,1.2714699999999999,1.27211,1.27145,1.27209,706,0,0
2024-01-02 07:15:00,1.27211,1.27253,1.27204,1.27243,546,0,0
2024-01-02 07:30:00,1.2724199999999999,1.27304,1.27238,1.27299,522,0,0
2024-01-02 07:45:00,1.2730000000000001,1.27409,1.27295,1.2737,635,0,0
2024-01-02 08:00:00,1.27371,1.27373,1.27317,1.27341,735,0,0
2024-01-02 08:15:00,1.27341,1.27344,1.27315,1.27343,544,0,0
2024-01-02 08:30:00,1.27342,1.27368,1.27326,1.27337,568,0,0
2024-01-02 08:45:00,1.27338,1.27363,1.27292,1.27311,633,0,0
2024-01-02 09:00:00,1.27312,1.27365,1.27268,1.27348,941,0,0
2024-01-02 09:15:00,1.27347,1.2741799999999999,1.27343,1.2739099999999999,978,0,0
2024-01-02 09:30:00,1.27392,1.27439,1.27339,1.27343,947,0,0
2024-01-02 09:45:00,1.27344,1.27372,1.27306,1.27325,1897,0,0
2024-01-02 10:00:00,1.27326,1.2759800000000001,1.27292,1.27573,2626,0,0
